Q96NS5	P21854
P00738	Q8NHR9
O75955	P15086
P42765	Q9Y6I7
Q8IZF6	Q8N1T3
P04279	C9J442
Q14331	Q92886
Q9UIJ7	Q16663
Q9ULK4	P01570
Q9NPG3	Q9Y6L7
Q9H0M5	Q8N878
P34949	P41223
Q7Z6M1	Q99967
Q16760	P49918
Q9Y2M2	P09669
Q6ZWL3	Q70HW3
Q92797	Q9NSA0
Q9NQX1	Q8WW35
Q9BXB4	Q06323
Q02153	P05388
Q01534	A6NCS6
Q5JRX3	P36954
P86790	P46779
Q8WUQ7	P20292
Q5VTD9	Q9H3H9
Q9ULT0	Q9H0I9
E9PQH1	Q5TFE4
P47872	Q9UBX8
A8MPX8	P0CW27
Q9H1I8	O60412
Q8TCB0	P13473
Q53HC5	Q9GZT9
C9J2P7	Q8TBF5
Q9Y4J8	Q15054
P21399	Q9BW71
Q6UXT9	Q9GZP0
Q96HJ3	Q9Y3M2
Q5SWL7	Q7Z7H5
Q7L592	Q96MV1
O00533	P08620
P50897	Q68D42
Q9P260	Q2TAK8
Q6T4R5	Q0VG06
H0YHH0	O95834
Q96RQ9	Q9Y6G3
Q9Y4H2	O60260
Q9HDC9	P42771
A6NCD4	O15432
Q14677	Q8N104
P01266	O94905
Q8WXA8	O14657
Q9BQS7	Q8NET8
Q9BYE9	O95158
Q8N413	P61254
P26992	Q5TC63
Q3LI72	Q30KQ5
P37275	Q16619
Q8N6N7	Q96DU3
P19634	Q9BX79
Q5HYK7	O95678
O14967	Q5YKI7
Q8WWN8	P16260
Q7Z4N2	Q9NS73
Q9NYQ8	Q8IVN3
Q9BZG8	Q8N108
Q9H4L4	P28161
O76038	P08590
Q5H8A4	Q8NGQ1
Q96LT9	Q9GZP0
Q86W24	Q96NI8
A6NCI8	Q9NR71
Q3LI54	Q9Y6N8
O94889	A3KMH1
P12830	Q6XE24
O75554	P46736
O95522	Q8IWT1
O94759	Q9H307
Q9P2E3	Q9HAF1
Q8NGS8	Q7L266
Q8TDG4	P51522
P49915	Q13508
Q8WWN8	Q6PK04
Q9HDC5	Q9UBR1
P42357	Q96BH1
Q9UQR0	P37088
Q2TAZ0	O60741
P52736	Q96L92
Q9C0B6	Q9Y231
Q9H2M3	P14920
Q5JTZ9	P60002
Q658Y4	Q8N7A1
P11217	Q96RB7
Q07157	Q17R60
Q96HU1	P25100
Q5VW36	P08559
Q9NUM4	Q86WN2
Q9UPW5	Q96NU7
Q5TAQ9	P14061
Q8N5B7	O43791
O75717	Q5R387
P83436	Q03395
Q5VYV7	A6NE01
P30086	P62277
Q6NUJ1	O95047
Q96MP5	Q5SSJ5
Q07955	Q9NZH8
P16615	P30711
Q9UK11	O75083
Q16821	Q8N5D0
Q8TDR0	Q9NRC1
Q9Y226	P0C7Q5
Q9Y4H2	Q5JVG2
Q9NR97	A6NF34
Q8N7B9	Q7Z7M8
P07550	A8MTZ0
Q9NS64	P78324
Q13563	Q8N6U8
O75037	Q9Y6Y0
O15524	Q8WUR7
Q9UHN1	Q8N6N3
Q9Y4D8	P26436
Q8TAX0	Q5XG99
Q8NER1	Q9UNE2
Q9BY12	Q96AB6
P36915	O00748
Q15858	Q8TE57
P14410	Q9H9L3
P0DJG4	Q6UXF7
Q96RQ3	Q9P184
Q8N5R6	Q6UX53
Q9UQD0	P55851
Q6MZZ7	Q8NGK3
P27987	Q9P135
Q99549	Q96FT7
P51679	P61313
C9JC47	Q96GK7
Q9BXP8	O94988
Q8N7M0	Q6ZP68
P20810	P20132
Q9Y2Z0	P46776
Q8IV45	Q8NGM1
Q9H4Z2	Q9H228
A0AVF1	Q9UMS4
P24158	P05814
O15015	Q8IVD9
Q9Y6Y1	Q9NUJ7
Q09MP3	O95415
Q9NQ84	P16402
Q5TCQ9	Q6ZWH5
P78504	Q96HD1
Q9NP72	Q99748
P14920	Q6ISU1
P63313	Q8WXA2
O75064	P55061
Q8NEG4	Q9BVW6
A6NGB7	Q6L8G8
Q9P2K2	Q8NHB8
P0C7U0	P82970
P17480	Q9NY64
Q9UNK9	O96009
P34949	Q8NCY6
P30411	Q8WW33
Q9NNZ6	Q9NU23
Q15366	Q8TCI5
Q8IU60	Q9BSE5
Q15542	P58511
P61009	O95711
Q13075	Q9P1F3
P61011	Q969H9
Q8N8G2	Q6NS38
Q9BR77	Q9UBB4
Q9UBT3	P29373
Q8N895	Q86V35
Q8NGY1	P15516
P81408	P52429
A6ND36	Q719H9
Q9C0C7	Q9H477
Q12879	C9JRZ8
Q7RTW8	Q96AC6
O15084	Q9UHQ9
Q2TB90	P28335
Q15198	Q9Y442
Q9GZZ8	Q9NY87
Q76M96	Q6ZMJ4
P31930	Q5JTJ3
Q8TCT8	Q8IXR9
Q9ULQ1	Q9H098
Q5T035	O94941
Q9H0B8	O14908
Q5TEA6	Q96BH3
Q96ND0	Q9BX46
P49588	Q9H6S1
Q9ULW0	P49802
O76021	Q9NZH7
Q8TD26	Q8TB24
Q0VAA2	P53674
Q6NUI6	Q8NGL9
Q9ULT8	Q96FT9
P53677	Q9Y234
Q6UVY6	Q96GM8
P00403	P78358
Q86VW1	Q9H773
Q8NFQ6	O15374
Q8NHS2	Q14093
Q6ZRI6	A8K830
O95573	O43318
P0C881	P09382
P55285	Q86VR8
Q96RP8	P0CV98
Q9BXT8	Q8TDI7
P98082	A8MV23
Q8NFF2	Q68DY9
A6NDV4	Q8NCG5
Q13946	Q6ZVN8
Q8N4Q0	O00165
A2IDD5	P82909
Q8WWR8	Q96P88
Q8NB42	Q15527
Q12929	Q5DT21
Q9Y603	Q9H6L2
Q6L8Q7	Q5SY13
P36956	Q9BXI6
Q8TCT8	P61371
Q9NY99	Q9BZM5
Q8N8M0	Q9NYY1
Q9BT40	Q02241
Q8IXE1	Q6P582
Q9Y2U8	Q96IW2
Q8N653	O43324
Q969G5	P55000
P22303	P51164
Q9NV66	O75845
Q9UH90	P25098
H3BV12	Q5VZF2
Q8N9F7	Q9BTA0
P28221	Q5VZ52
Q3LXA3	Q8N999
Q8NCN4	Q5M9Q1
Q9HCI7	Q9NS25
Q3ZCV2	Q6P1X6
P32314	Q99689
Q9BTD8	Q8NEZ2
Q02641	Q5SXH7
P14920	Q9Y3A2
Q5DID0	Q92674
O95718	Q8TDM5
Q96EA4	O60234
Q8TEM1	P15309
Q8TB73	A5PLL7
Q9Y2T6	Q9H3K6
Q8NH40	Q13103
Q8N9I9	O15258
Q9P0W8	Q8N690
Q8TDI0	Q8NH60
Q9Y4F9	Q9HBH5
Q9H6X4	A8MZ97
Q5VU92	O60268
P18074	P35548
Q9NP92	A6NJI9
O95932	Q15651
Q8TBM8	P55089
P35555	O75051
P49682	P17947
Q6V9R5	Q30KQ5
Q9Y5Q0	Q15738
Q9BYX4	Q8NA29
O75096	Q8NG97
Q9HC35	P38571
Q9BQI5	Q8NDH6
P35749	O75751
O75400	P62829
Q99457	P46091
Q9NRR6	Q8NGE0
H3BV83	P78317
Q96FJ0	Q9C0K7
Q8N205	P31276
Q99567	Q9BYD2
Q05397	Q6UX01
Q96L12	Q96H86
Q5W0Q7	P62917
Q03518	Q96AB3
P18858	Q12972
Q9Y6X6	P24390
O43187	Q8N7R7
Q495W5	Q14CZ7
Q86WT1	Q63HM9
Q96Q06	Q7RTX1
Q504Y2	Q9BRP4
A8MTL9	Q96L11
Q9NWZ5	P06576
O43173	P22676
Q9H4L7	Q9H7X7
Q9UKR8	P09326
Q99684	Q99519
Q9H2M9	Q5SRN2
P38484	Q13956
O43823	Q8NGI0
Q5XXA6	Q9BTM1
Q8WXS8	A6NHG9
O00555	Q8N8D9
O15204	Q5TFE4
P54750	Q6PJ61
P35606	Q9NZU0
Q9H2M9	Q9UNE7
Q8N2E2	Q86Y38
Q8N3F9	Q5JXA9
Q6P1M3	Q4KMP7
Q8N895	Q9NRW3
Q6UX04	Q6VB84
Q9NWS8	Q15738
Q15029	Q96I59
Q5TCS8	Q8NGX1
O60266	O43921
Q9UDR5	Q9Y5Z6
P20783	Q6IQ55
Q8NGC0	O75915
Q9UHL3	P01859
Q9NZI8	Q9BY21
Q96T92	Q15814
Q6UXK2	P20711
Q1X8D7	P55344
Q8TC44	Q8TA86
Q8N427	Q9XRX5
P22303	A6NLX4
O75838	A6NEN9
Q86WR7	Q8IWT1
P13569	Q86VR8
Q9H4A5	Q9C010
Q0VFZ6	Q6UXX9
Q8WU76	Q5RKV6
Q6V1X1	Q9NYZ3
Q86TP1	Q9NS75
Q86W28	Q03403
Q96B36	P60985
Q9P291	P27169
Q9P2K1	Q9H0H3
Q86XL3	Q6P2I7
Q9Y5U2	Q6ZUU3
Q8NEY4	P52895
Q6ZNW5	P86434
Q8N6Q3	P27169
Q12955	Q96J86
Q6ZMK1	Q9Y2Q3
Q5VUB5	P81277
Q9BY12	Q8IZ13
Q6ZRV2	Q8IUA0
Q86VX9	Q9ULZ0
O15211	Q2T9L4
Q86VV8	Q6P988
P35558	O43676
Q9NPR2	Q969X1
Q02252	A0PJW6
P46934	A2RRL7
Q8IYW2	Q9NV06
Q9H1Q7	Q9ULJ3
Q6UWE0	Q13630
Q96QD5	Q9H7Y0
Q7KZF4	P31276
Q15111	O00257
Q8TE68	Q8NEY8
Q9P109	Q9HAW0
Q8N967	Q6URK8
P09936	Q7Z4W2
Q8NFW5	Q969E4
O43593	P13232
Q9NQX3	Q8N878
Q9NYS7	B2CW77
Q8WWA0	Q9BY19
Q53GT1	Q7RTX9
O95294	P54577
Q96F45	Q9BQG1
P02748	Q9BRN9
O60826	Q5JT25
Q13421	Q9BR77
O15091	Q9HDC9
Q9BTV6	Q6YI46
P26368	Q8N7S6
Q9NP87	Q5VWC8
O43776	Q8NHS0
P51571	Q86U37
Q96G03	Q96NZ9
Q96MF7	O95985
Q04741	Q8N769
Q9HAW8	P0CG30
O75844	Q8N6N3
Q8TF40	O60829
P28222	A2RUQ5
P48200	P04156
Q8N307	Q9NXK8
Q6NSI3	P84157
Q32P44	P15088
P20020	P35790
Q9H5Q4	Q5JTB6
Q8N819	Q9BWG4
P50225	O75871
Q9H8X2	Q9H469
Q8IVS2	Q8NH40
Q9NSB2	Q86XT9
Q96JP5	O43174
Q8NDZ2	Q13568
Q8IYB3	Q86UT8
Q6DKI2	Q96QK8
Q5F1R6	P62249
P15036	Q8NDV1
Q9H4B7	O15144
Q8WTU2	Q9NYL4
Q96QU8	Q86WQ0
P01133	P02686
P78536	Q8N162
Q8IWD5	O14548
Q96QE4	P09960
Q9BZ71	Q6X4U4
Q13702	Q9Y337
A6NGE4	Q8TEA8
P34910	Q8NGY3
Q9NYV6	O76080
Q8NGZ9	Q9BYN0
Q15620	Q70UQ0
Q8NEL0	Q7L266
P23771	O95918
P14635	P01374
Q8IWF9	Q01718
Q13224	Q8NGJ9
Q9ULD6	Q8NGX8
P57737	P51959
Q6ZMB5	P31937
Q9HC73	Q9BSK2
Q9H321	Q9NUN8
Q9H8V3	Q8IW00
Q08116	Q6P3W2
Q8IYH5	Q99627
Q96Q27	Q8N4Q1
O00292	Q9NUQ9
Q8TF76	Q12794
Q1RMZ1	O14907
Q9P0W8	P35225
Q7Z6J2	Q9NZQ7
Q9NP99	O15258
P05160	P17643
Q96DR4	Q9P032
Q8TEQ0	Q96S44
Q8NGN2	Q8IWA6
Q01432	Q86V88
Q9Y5P3	P35575
Q9NUQ6	Q86X45
Q8NGK9	Q6WQI6
O60290	Q50LG9
Q86UA1	Q13296
Q92871	P29459
O94927	Q7Z3Z2
Q9UQK1	Q7Z4Y8
Q76I76	A2RUB1
Q9UBD3	A0ZSE6
Q6ZVT6	Q9BXJ4
Q7Z7M9	Q9NUQ8
Q53G59	Q6UXV4
O60701	P62253
Q86XH1	P0C7U3
Q08050	Q86UD3
Q9H1R3	P11441
P59533	P29460
Q5VUJ5	Q5QFB9
Q14512	A6NM66
Q8NGA5	P55808
Q8TDG4	Q7Z601
O15195	Q8TDF5
O43306	Q96DB9
Q6UXV1	Q96AJ9
Q8NE09	Q8IZ16
P0C7X1	P35318
Q12894	Q8WVC6
Q9NWH9	Q96MC2
Q8NBF1	Q9BRP8
Q15327	P0DJH9
A6NJ46	Q9GZP8
Q32MK0	Q15365
Q86V59	Q8NGG8
Q6P2M8	P07998
P34130	Q9NR48
O15534	Q9UJQ1
P30038	Q9H9K5
P00451	P48431
O43791	Q6UWW9
Q9HCG8	P30307
Q8NI08	Q6ZNX1
O75356	Q8NHR9
A5PLL1	Q9BTK6
P02751	Q70Z35
P54577	Q05084
P50395	Q8NEW7
Q16821	O00268
Q96DI7	Q8N801
P32297	Q8TAG6
P16452	Q9NXS2
Q9GZT5	Q13268
Q5HYK9	Q6NW34
Q96RS0	A6NK53
P0CK96	Q56VL3
Q8NGX9	Q6UVW9
Q9Y4R7	P13762
Q8IY17	P25874
Q86SG3	Q99542
Q9NV58	P30511
Q9Y2E4	Q8TAM2
P41218	Q9Y2V2
Q96J92	Q9NQ90
P23515	H0YHF2
Q6ZVD7	O60809
Q8N5J2	Q9NY97
Q8IUA7	O75467
Q96FM1	Q9GZX6
Q5VV63	Q96R08
Q6P179	P25067
A6PVS8	Q96EL1
P36894	P25189
P49720	Q9GZN8
P00918	Q8NG35
Q8ND56	Q9UBY8
P0CJ87	O60671
Q14257	O95777
P56597	P67812
Q12872	P52951
Q6NSJ2	Q9Y2R0
Q6R2W3	O95684
O75521	H7C3V2
Q99928	Q9GZU3
O43427	Q9H8P0
Q9UL18	Q16445
Q969E3	Q9Y5J7
Q3SYF9	Q70YC5
Q9H6D7	P57087
Q09FC8	P14209
Q5T4W7	A6NGU7
O75427	Q9UEE9
Q8WUM0	Q86YW0
Q8WXT5	Q96T52
Q96NX9	P0C6A0
Q8IWU2	Q9BSK0
P49640	Q96MN9
P25440	P50502
Q99689	P48304
O60763	P04198
Q8NG66	Q8WUU5
Q96ID5	Q96NL8
P80108	A8MX34
Q9UJU5	Q8NCW0
Q8NHR7	Q9H2H9
P15391	Q9NWH7
Q8NH18	Q6GTX8
Q9BZQ2	Q2TAA5
Q9H596	Q8IZ21
P04629	Q9NVT9
Q9NYS7	O75689
Q9UII6	Q8IXR9
Q2VPK5	O95522
P0CJ74	O75204
Q92636	O75832
Q8IVL1	O43301
P41227	Q9UK28
Q8NFM7	P29508
Q9NYU1	Q9BTY7
Q9H892	Q7Z6K1
Q8N967	Q30201
Q9HAW7	Q7Z6M1
Q6ZN28	Q9HB90
Q8IZ02	Q8N614
O14681	Q86U37
Q99946	P16619
Q6IF42	Q11201
P28329	Q86V59
O75151	Q9Y3D0
Q6ZWT7	P41597
P59540	Q8N9R6
O60449	Q8IUD6
O43818	Q9NQN1
O14649	Q5U5X0
P04035	Q7Z5L4
Q9UQE7	P49005
Q5TB80	A0PK11
Q4ZG55	Q5T0N1
Q8N398	Q9GZR7
P12004	Q8TAV5
Q9H172	Q9NPE3
P01266	Q96BD8
Q8NGE7	F2Z333
Q00839	Q9ULK5
P28328	Q96BT1
P49711	Q5K131
A1KXE4	Q7Z3T1
Q14137	Q9GZP4
Q9H6U6	P14784
Q11201	Q6PH81
A6NHN6	Q6ZNM6
Q6UXM1	Q99741
Q7Z6I5	H7C417
O94844	A6NCQ9
Q15761	Q5VTT2
Q8N5U6	Q5SQS8
Q8NHQ9	Q969E3
Q9Y253	Q9UI46
O43196	Q86T20
Q13183	Q2VPA4
Q9UN36	Q8NGK2
P49419	Q9GZU8
O75129	Q8IZJ0
O75074	Q8NGI4
Q9Y275	Q5JQF7
Q9Y6X8	Q9Y2R5
P47895	Q9H0F7
O95477	Q9UBM8
Q96S59	Q8IWD4
Q685J3	Q63HQ2
O15123	P09529
Q8NGE8	Q68CZ6
Q8IUX7	P20815
Q9NUW8	Q92604
Q9H1Z9	O95926
Q15435	O75431
P29508	Q9BR46
Q13219	Q7Z4M0
Q6UX46	Q15004
Q9UII4	Q8N7Q3
Q92681	J3QR46
P48740	Q8IWS0
Q9BRK5	Q99714
Q9BYP7	Q6ZNB6
A6NNA2	Q8TCT0
P98187	Q7L592
Q8TED0	Q99447
Q86TH1	P05230
Q86WI0	Q9H246
Q7Z442	Q3LHN1
Q9H5Z1	Q9NX61
Q6ZNB7	Q6UWK7
Q8NE71	K7EJ46
Q12946	Q16774
Q9P2J3	A6NML5
Q6P1L6	Q9NYH9
O43657	P20382
P34995	Q7Z4J2
Q8IZ41	P50226
P16499	Q9BXS6
Q8TAG9	Q9BWN1
P14210	Q69YN2
P40879	Q96KT0
Q9UK61	Q96P88
Q86W25	P27169
Q96AE7	P23588
P41229	Q6P9A2
Q9UGM3	Q6NTF7
Q9BSA4	Q8WUT4
Q9UKF2	A6NGC4
Q8NCI6	Q96LS8
O15034	Q96A98
Q8TCN5	Q7Z5D8
Q9HCE9	P50213
Q9NVP4	Q9UI38
Q9BZJ7	Q96C55
Q9H6I2	O95150
Q86XP3	Q9NV66
Q9HBW0	Q3B7I2
Q96HU8	A6NL88
Q9NSD7	Q9Y574
P22695	Q9UBQ6
Q96GC6	Q96N77
O15117	K7EJ46
Q6ZP80	A1L188
Q86TX2	Q8IU99
Q8WVJ9	Q07812
Q8N8Z6	P0CJ88
Q9Y4C8	Q9HAC7
Q15777	Q99747
Q9UN72	Q6UX72
Q8N653	Q8NGM1
Q14574	A6NGA9
Q9H8V3	Q99928
P54868	Q96A26
Q6PHR2	Q8NGR2
Q9Y253	P35326
Q9H6R4	Q8N414
P22304	Q9H3M9
Q7Z553	Q8IXJ6
O00410	P16455
P18850	Q6ZSK4
Q9H6R7	Q99999
Q6ZVD8	P02679
Q8IXM7	Q08623
Q13519	O60829
Q02978	P31949
Q9NP31	Q16667
Q6ISB3	O75715
Q8IZ13	P15090
Q8TAA1	P34096
P27824	Q96F05
Q9NPG3	Q96SC8
Q8NEE8	O43490
Q6UY27	Q9HD89
Q9BRJ2	P29558
P78504	A8K4G0
Q9H8H0	A6NJI9
Q9BSJ8	P54252
P15559	Q9UK58
Q02161	P13598
Q8IYU8	Q9NQ38
Q8IY82	Q96R08
Q5JSL3	Q8WXD2
Q8TB24	O94826
Q14593	Q9UQF0
Q8TBZ8	Q6PIL6
Q9UJQ7	P16389
Q9Y5K5	P60604
Q96T37	Q13319
Q15050	P60673
Q5JSL3	P14416
P78527	Q9HCN2
Q9NZH0	Q9NZD2
P06733	P82673
O14717	Q6IBS0
Q8N6L0	O95718
Q8NHB8	Q9NWQ9
Q9BTT6	P68032
H7C350	Q13795
Q9Y219	B0YJ81
Q12901	Q6ZVX9
Q00872	Q8WXF3
O96011	Q7RTS1
Q8IYB3	Q2PZI1
O95711	Q9GZY4
P43246	Q05932
Q9HCR9	Q9NPB9
Q8WXR4	Q9BQC3
Q14679	P04278
Q13370	Q9HAU8
Q9Y446	P15814
Q96D96	O75586
Q86WZ0	Q9BXY0
O95755	Q99735
Q8NGG3	Q8NGY1
A6NJ78	O14788
Q14839	Q15651
Q6PD62	Q6S5H5
O60890	Q9BWV7
Q6S9Z5	P84098
O75157	Q9NRC8
A0PJZ3	Q9NZ09
Q9BXJ4	Q14919
B2RD01	Q9Y3D0
A6XGL0	Q9Y3B8
P35498	Q9Y5J5
Q6YBV0	Q8N4T4
Q6YHU6	P22061
P06028	A6NFZ4
Q8NEN9	Q13268
Q12767	Q13939
P05771	Q9NZH5
Q96Q91	Q5NUL3
Q9H2B4	O75935
Q15738	O95561
Q9BTC8	Q96HU8
Q6FIF0	P15421
C9JKK2	Q14390
Q9H1Z4	Q9Y6W8
Q6K0P9	Q9BR26
Q86U44	P28300
Q96LW1	O43913
Q6UXI7	O43272
P23771	Q9H6Y5
Q684P5	Q8NGX3
P20248	P04278
O43823	Q6YBV0
Q8N8W4	Q9Y5N1
Q9NVV9	Q86TB3
Q9HCN3	P02585
Q8IY85	B1ANH7
P49757	Q8NGG5
P05120	Q8N5H3
Q96N77	Q6ZV70
Q53H12	Q8NBJ7
Q8IZF7	Q99616
Q04323	Q9UKJ5
Q9NQS5	Q53H82
Q8NG27	Q8NAE3
Q5PT55	P12272
O60477	O60496
Q96D42	Q96QK8
Q99543	P13598
Q9UKT4	P41732
Q96ID5	Q8TD07
Q9UM11	Q96P68
O43491	P22303
Q8IWU5	Q8WU17
Q5RHP9	Q14896
O75528	Q15166
Q01831	Q9C0I9
Q9BXP8	Q96MI6
Q9HAS3	C9J6K1
O95274	Q9NPB0
Q3B7J2	P60903
Q14687	Q10472
Q8NGS9	Q9P0J6
Q6P5Z2	Q9UD71
Q9NRP7	Q5T1Q4
Q6KCM7	Q7Z3H4
P23588	Q99643
Q7Z6E9	B4DJY2
Q9BU19	Q7RTS1
Q9NY33	Q13585
P26927	Q8NGG0
O94874	P27144
P04035	Q5HYR2
P47989	Q6P4H8
Q5FWF5	Q9Y2G2
Q13772	Q9GZP1
P05023	Q8NGE2
P18850	Q5TEU4
Q15746	Q96QF7
Q68CP4	P0C7P0
Q9NYP3	Q8N9I9
P42229	Q93038
Q9NRM2	P0DJH9
O43194	Q3ZCM7
O14525	Q6UXV1
O75694	Q9H2L5
Q92954	Q8WV15
O15069	P12235
P13569	P41208
Q5JPI9	P13498
Q92902	P58512
Q9BRR6	Q9NQR4
Q01543	P09001
Q9UPZ3	Q96HJ3
Q9Y2P4	P22304
Q9Y2E6	Q9Y508
Q6ZMH5	Q9BXJ1
Q6IQ32	Q96SQ5
Q8TF01	Q96G28
Q9C0K1	Q96FZ7
Q8NGD4	Q8TAP9
Q6P1L6	Q5SY68
A3KN83	Q5W0A0
Q96NU7	Q6UDR6
P13797	Q8NA56
Q8NCK3	Q5W041
Q9H165	Q9BU68
P15144	Q9GZN6
Q9BXX2	Q2YD98
Q495M3	O75570
Q92952	Q10587
P98171	Q9BXN6
O14792	P32320
Q9P2K8	O95177
A6NIR3	Q16650
Q9UH36	Q9Y274
Q14562	Q12788
Q96N87	Q7RTS1
O14967	Q01415
A6NDA9	Q96EY9
Q13111	Q6QHF9
Q8WUJ0	P01222
P20813	Q6ZS40
O15213	Q9NV64
A6NNM8	Q9UGY1
Q5T440	Q9Y576
Q8NGQ5	Q7Z5G4
Q9NYY8	Q8NGE3
Q3KQU3	Q9BVV8
Q9Y625	P51681
P0C7P3	Q8NGT5
P61011	Q8NGN1
Q12882	Q7Z3K6
Q9HA90	Q6NUS8
O43306	P31949
P23025	A6NGU7
Q8NEM2	Q5T870
Q9NZQ3	Q70Z44
Q6DN14	Q3LI73
Q13772	Q96CM4
O75173	O76100
Q8N895	Q9NP85
P55040	Q6UW01
P35712	Q9P0N8
Q96D42	Q9H8M1
Q5TAQ9	P12955
Q68G74	Q9P032
Q8NCW0	Q9HD42
Q14330	Q16553
O15438	Q9BWW9
Q9Y6F1	O75949
P51157	P20800
Q8WV28	Q86UN6
Q8IUX8	Q5HYI8
O14983	Q8NE71
Q9H4Q3	Q9Y4I5
Q12851	P02750
Q9NWZ5	Q9P0R6
Q7Z736	Q8NGQ6
Q9NVM6	P38936
Q6NTE8	Q16627
Q9Y5H9	Q9BTY7
Q32P51	Q8NE22
Q86SF2	Q96G03
Q8N2F6	Q92482
Q2MV58	P20042
Q6UX01	Q6DN72
Q9NXN4	P15735
P41217	Q15126
Q9H5J0	Q8N2G6
Q9NTJ3	Q8TDB6
Q5FYB0	P21453
Q9UJ96	Q8IZJ0
Q9UGF5	P56555
P49189	P50897
P35613	P35070
Q99575	Q8WTW4
Q6PIJ6	Q8TD07
Q14202	Q13480
Q96MT7	Q86X29
O14638	Q9HCU8
P14735	Q9BQE6
Q5T0F9	P23368
Q9H3F6	Q8N6S5
Q96CT2	Q96Q35
Q9BWM7	Q5VVB8
Q5TCH4	Q6NZ63
Q9NZ08	Q13571
Q96LI6	Q8NDV2
Q92802	P19099
Q8NHQ9	Q6P1N9
Q9UPZ9	Q7L4E1
Q13797	Q8N468
Q9UP79	Q8NBS9
Q99680	Q96AW1
Q2M2D7	Q96F05
Q8IWF9	P20337
O60331	Q8N2W9
Q12905	Q9NV35
P12821	P04198
Q9H1Y3	P61923
Q9BV10	O94992
Q9NS67	Q9BQI4
O75152	Q96B33
Q8NGS4	P19883
Q9BY64	A6NC42
Q8TDW5	Q96QD8
P08138	O95070
Q96EP0	Q9BXI2
Q9H0H0	P47881
Q17R60	P54578
Q9P2E8	P51948
Q96S97	P20813
P07098	P08590
A8MQ27	O43237
Q8IXT1	O76009
Q9BQW3	Q9NYB0
Q15067	Q96T59
O00757	O00230
P23515	P61073
P31948	Q5T2Q4
P08514	Q9H1R2
P19622	Q86WX3
O15050	O15457
Q9GZR2	P49773
Q6U736	Q9UBW8
O15178	P0C7A2
Q7Z2Y5	Q9NXN4
Q7Z589	Q9NP85
Q9BXE7	P19320
O94850	Q9NP84
Q9BUN5	P54710
Q6UXC1	Q9Y3A5
P01019	P00797
Q8TCZ2	Q5GAN6
Q9BSG1	Q3LI83
P32322	Q5JR98
Q8IZF5	Q9UK08
Q6YHU6	P35869
O60890	Q68DK7
Q8IY21	Q9BU70
Q8NCR6	P27449
Q13253	Q9UKR5
Q8NEN9	Q658L1
Q86SX3	Q9BXG8
Q99497	Q96E14
Q2L4Q9	Q9H7B7
O75152	A6NLC5
Q86WK9	P09497
Q9NWT1	P19404
Q8N806	Q13901
Q9UKM7	Q96BS2
Q8NAU1	P09681
Q86WU2	Q9BVS5
P62942	Q9UH64
Q86SQ0	Q13323
A6NK06	Q9UK85
Q9H5Z1	O60462
Q9Y6J8	P83876
Q9P0N8	Q8IUC2
Q9UKL2	Q8WWF8
P11171	Q9HAY6
Q96RY5	Q8TBM8
Q9P2D0	P10916
Q6TDU7	Q9Y4A9
Q96HM7	Q7Z7K6
Q9Y234	Q9NZP5
Q8N3R3	Q9NT62
Q9BTE0	Q3B7S5
Q9ULW8	Q9HAK2
Q04726	P16278
Q53GG5	Q9Y5U4
Q8TAX0	O43772
Q7Z7A4	Q02509
Q8IY21	Q9UJH8
P56537	Q7Z6K4
P0C0L4	Q2MKA7
Q8TDM6	P21860
P11168	A5D6W6
Q9UL51	Q30KQ5
P42696	O15260
Q96MM7	Q96GU1
Q8N5F7	P58753
P12821	O15375
P48735	Q3LFD5
Q96QE3	H7C350
Q9HCB6	P05155
Q86XE3	Q9BV90
Q96KC9	Q3KRA6
O75312	Q9Y5U4
Q6ZVT0	Q13867
Q6ZSS3	P11177
P16444	P49441
Q9UKV5	Q15743
P31273	Q3C1V1
P21554	P06028
Q8NI17	Q96AQ9
Q9NS62	Q9Y6B2
Q14865	Q16626
Q8N6T0	P18428
Q9Y446	P41159
Q7Z6I6	Q1W6H9
Q8NFA0	Q96ES6
O95007	P05408
Q9NUT2	O75475
Q9UKG9	Q13361
Q562F6	P78549
A2RTX5	P51589
Q9Y4E1	Q96L12
Q9UL12	Q9NPC4
Q96KR4	P51811
Q7Z5L9	Q6PEW0
Q02846	Q99592
P21333	P11182
Q96N46	P46777
Q15388	Q9NRP4
P78318	Q8N7P1
Q15155	Q6UXB1
Q86YV6	P10253
P57772	Q9UJT2
Q9NWN3	Q9P2T0
P0CJ73	Q9Y2T7
Q6ZS11	Q8N7B6
Q9UJK0	Q96LT6
O94991	O75792
Q13492	A6NCS6
Q7Z7G8	O60312
Q9NZB8	P00568
Q9BYF1	Q9BZJ7
Q7Z406	Q8N5J2
P23515	P0C5K7
Q9Y4E6	Q96KG9
Q9Y2P4	Q96C23
Q3LI61	Q6ZS10
Q6ZSY5	Q96RJ6
P10244	Q86UF4
Q96ER9	Q86XI6
Q86WG5	P23258
Q6ZNQ3	P82930
Q96N76	P34910
Q8IZU8	P05451
Q7L1Q6	P35226
Q8NHG8	P0C7M8
Q16644	Q9NRQ5
Q9NRM6	P04179
C9JG80	Q9Y4P1
O60231	Q9NXV2
Q5QJ38	Q8NH48
P69849	Q9BX51
P59044	Q9UJJ9
P60852	B1ANH7
